TME_DAY_ID,TME_WK_DAY_NO,TME_MNTH_NO,TME_QTR_NO,TME_YR_NO,TME_DSPL_DT,TME_JUL_DT
2266,1,3,1,2003,2003-03-16,37696
2267,2,3,1,2003,2003-03-17,37697
2268,3,3,1,2003,2003-03-18,37698
2269,4,3,1,2003,2003-03-19,37699
2270,5,3,1,2003,2003-03-20,37700
2271,6,3,1,2003,2003-03-21,37701
2272,7,3,1,2003,2003-03-22,37702
2273,1,3,1,2003,2003-03-23,37703
2274,2,3,1,2003,2003-03-24,37704
2275,3,3,1,2003,2003-03-25,37705
2276,4,3,1,2003,2003-03-26,37706
2277,5,3,1,2003,2003-03-27,37707
2278,6,3,1,2003,2003-03-28,37708
2279,7,3,1,2003,2003-03-29,37709
2280,1,3,1,2003,2003-03-30,37710
2281,2,3,1,2003,2003-03-31,37711
2282,3,4,2,2003,2003-04-01,37712
2283,4,4,2,2003,2003-04-02,37713
2284,5,4,2,2003,2003-04-03,37714
2285,6,4,2,2003,2003-04-04,37715
2286,7,4,2,2003,2003-04-05,37716
2287,1,4,2,2003,2003-04-06,37717
2288,2,4,2,2003,2003-04-07,37718
2289,3,4,2,2003,2003-04-08,37719
2290,4,4,2,2003,2003-04-09,37720
2291,5,4,2,2003,2003-04-10,37721
2292,6,4,2,2003,2003-04-11,37722
2293,7,4,2,2003,2003-04-12,37723
2294,1,4,2,2003,2003-04-13,37724
2295,2,4,2,2003,2003-04-14,37725
2296,3,4,2,2003,2003-04-15,37726
2297,4,4,2,2003,2003-04-16,37727
2298,5,4,2,2003,2003-04-17,37728
2299,6,4,2,2003,2003-04-18,37729
2300,7,4,2,2003,2003-04-19,37730
2301,1,4,2,2003,2003-04-20,37731
2302,2,4,2,2003,2003-04-21,37732
2303,3,4,2,2003,2003-04-22,37733
2304,4,4,2,2003,2003-04-23,37734
2305,5,4,2,2003,2003-04-24,37735
2306,6,4,2,2003,2003-04-25,37736
2307,7,4,2,2003,2003-04-26,37737
2308,1,4,2,2003,2003-04-27,37738
2309,2,4,2,2003,2003-04-28,37739
2310,3,4,2,2003,2003-04-29,37740
2311,4,4,2,2003,2003-04-30,37741
2312,5,5,2,2003,2003-05-01,37742
2313,6,5,2,2003,2003-05-02,37743
2314,7,5,2,2003,2003-05-03,37744
2315,1,5,2,2003,2003-05-04,37745
2316,2,5,2,2003,2003-05-05,37746
2317,3,5,2,2003,2003-05-06,37747
2318,4,5,2,2003,2003-05-07,37748
2319,5,5,2,2003,2003-05-08,37749
2320,6,5,2,2003,2003-05-09,37750
2321,7,5,2,2003,2003-05-10,37751
2322,1,5,2,2003,2003-05-11,37752
2323,2,5,2,2003,2003-05-12,37753
2324,3,5,2,2003,2003-05-13,37754
2325,4,5,2,2003,2003-05-14,37755
2326,5,5,2,2003,2003-05-15,37756
2327,6,5,2,2003,2003-05-16,37757
2328,7,5,2,2003,2003-05-17,37758
2329,1,5,2,2003,2003-05-18,37759
2330,2,5,2,2003,2003-05-19,37760
2331,3,5,2,2003,2003-05-20,37761
2332,4,5,2,2003,2003-05-21,37762
2333,5,5,2,2003,2003-05-22,37763
2334,6,5,2,2003,2003-05-23,37764
2335,7,5,2,2003,2003-05-24,37765
2336,1,5,2,2003,2003-05-25,37766
2337,2,5,2,2003,2003-05-26,37767
2338,3,5,2,2003,2003-05-27,37768
2339,4,5,2,2003,2003-05-28,37769
2340,5,5,2,2003,2003-05-29,37770
2341,6,5,2,2003,2003-05-30,37771
2342,7,5,2,2003,2003-05-31,37772
2343,1,6,2,2003,2003-06-01,37773
2344,2,6,2,2003,2003-06-02,37774
2345,3,6,2,2003,2003-06-03,37775
2346,4,6,2,2003,2003-06-04,37776
2347,5,6,2,2003,2003-06-05,37777
2348,6,6,2,2003,2003-06-06,37778
2349,7,6,2,2003,2003-06-07,37779
2350,1,6,2,2003,2003-06-08,37780
2351,2,6,2,2003,2003-06-09,37781
2352,3,6,2,2003,2003-06-10,37782
2353,4,6,2,2003,2003-06-11,37783
2354,5,6,2,2003,2003-06-12,37784
2355,6,6,2,2003,2003-06-13,37785
2356,7,6,2,2003,2003-06-14,37786
2357,1,6,2,2003,2003-06-15,37787
2358,2,6,2,2003,2003-06-16,37788
2359,3,6,2,2003,2003-06-17,37789
2360,4,6,2,2003,2003-06-18,37790
2361,5,6,2,2003,2003-06-19,37791
2362,6,6,2,2003,2003-06-20,37792
2363,7,6,2,2003,2003-06-21,37793
2364,1,6,2,2003,2003-06-22,37794
2365,2,6,2,2003,2003-06-23,37795
2366,3,6,2,2003,2003-06-24,37796
2367,4,6,2,2003,2003-06-25,37797
2368,5,6,2,2003,2003-06-26,37798
2369,6,6,2,2003,2003-06-27,37799
2370,7,6,2,2003,2003-06-28,37800
2371,1,6,2,2003,2003-06-29,37801
2372,2,6,2,2003,2003-06-30,37802
2373,3,7,3,2003,2003-07-01,37803
2374,4,7,3,2003,2003-07-02,37804
2375,5,7,3,2003,2003-07-03,37805
2376,6,7,3,2003,2003-07-04,37806
2377,7,7,3,2003,2003-07-05,37807
2378,1,7,3,2003,2003-07-06,37808
2379,2,7,3,2003,2003-07-07,37809
2380,3,7,3,2003,2003-07-08,37810
2381,4,7,3,2003,2003-07-09,37811
2382,5,7,3,2003,2003-07-10,37812
2383,6,7,3,2003,2003-07-11,37813
2384,7,7,3,2003,2003-07-12,37814
2385,1,7,3,2003,2003-07-13,37815
2386,2,7,3,2003,2003-07-14,37816
2387,3,7,3,2003,2003-07-15,37817
2388,4,7,3,2003,2003-07-16,37818
2389,5,7,3,2003,2003-07-17,37819
2390,6,7,3,2003,2003-07-18,37820
2391,7,7,3,2003,2003-07-19,37821
2392,1,7,3,2003,2003-07-20,37822
2393,2,7,3,2003,2003-07-21,37823
2394,3,7,3,2003,2003-07-22,37824
2395,4,7,3,2003,2003-07-23,37825
2396,5,7,3,2003,2003-07-24,37826
2397,6,7,3,2003,2003-07-25,37827
2398,7,7,3,2003,2003-07-26,37828
2399,1,7,3,2003,2003-07-27,37829
2400,2,7,3,2003,2003-07-28,37830
2401,3,7,3,2003,2003-07-29,37831
2402,4,7,3,2003,2003-07-30,37832
2403,5,7,3,2003,2003-07-31,37833
2404,6,8,3,2003,2003-08-01,37834
2405,7,8,3,2003,2003-08-02,37835
2406,1,8,3,2003,2003-08-03,37836
2407,2,8,3,2003,2003-08-04,37837
2408,3,8,3,2003,2003-08-05,37838
2409,4,8,3,2003,2003-08-06,37839
2410,5,8,3,2003,2003-08-07,37840
2411,6,8,3,2003,2003-08-08,37841
2412,7,8,3,2003,2003-08-09,37842
2413,1,8,3,2003,2003-08-10,37843
2414,2,8,3,2003,2003-08-11,37844
2415,3,8,3,2003,2003-08-12,37845
2416,4,8,3,2003,2003-08-13,37846
2417,5,8,3,2003,2003-08-14,37847
2418,6,8,3,2003,2003-08-15,37848
2419,7,8,3,2003,2003-08-16,37849
2420,1,8,3,2003,2003-08-17,37850
2421,2,8,3,2003,2003-08-18,37851
2422,3,8,3,2003,2003-08-19,37852
2423,4,8,3,2003,2003-08-20,37853
2424,5,8,3,2003,2003-08-21,37854
2425,6,8,3,2003,2003-08-22,37855
2426,7,8,3,2003,2003-08-23,37856
2427,1,8,3,2003,2003-08-24,37857
2428,2,8,3,2003,2003-08-25,37858
2429,3,8,3,2003,2003-08-26,37859
2430,4,8,3,2003,2003-08-27,37860
2431,5,8,3,2003,2003-08-28,37861
2432,6,8,3,2003,2003-08-29,37862
2433,7,8,3,2003,2003-08-30,37863
2434,1,8,3,2003,2003-08-31,37864
2435,2,9,3,2003,2003-09-01,37865
2436,3,9,3,2003,2003-09-02,37866
2437,4,9,3,2003,2003-09-03,37867
2438,5,9,3,2003,2003-09-04,37868
2439,6,9,3,2003,2003-09-05,37869
2440,7,9,3,2003,2003-09-06,37870
2441,1,9,3,2003,2003-09-07,37871
2442,2,9,3,2003,2003-09-08,37872
2443,3,9,3,2003,2003-09-09,37873
2444,4,9,3,2003,2003-09-10,37874
2445,5,9,3,2003,2003-09-11,37875
2446,6,9,3,2003,2003-09-12,37876
2447,7,9,3,2003,2003-09-13,37877
2448,1,9,3,2003,2003-09-14,37878
2449,2,9,3,2003,2003-09-15,37879
2450,3,9,3,2003,2003-09-16,37880
2451,4,9,3,2003,2003-09-17,37881
2452,5,9,3,2003,2003-09-18,37882
2453,6,9,3,2003,2003-09-19,37883
2454,7,9,3,2003,2003-09-20,37884
2455,1,9,3,2003,2003-09-21,37885
2456,2,9,3,2003,2003-09-22,37886
2457,3,9,3,2003,2003-09-23,37887
2458,4,9,3,2003,2003-09-24,37888
2459,5,9,3,2003,2003-09-25,37889
2460,6,9,3,2003,2003-09-26,37890
2461,7,9,3,2003,2003-09-27,37891
2462,1,9,3,2003,2003-09-28,37892
2463,2,9,3,2003,2003-09-29,37893
2464,3,9,3,2003,2003-09-30,37894
2465,4,10,4,2003,2003-10-01,37895
2466,5,10,4,2003,2003-10-02,37896
2467,6,10,4,2003,2003-10-03,37897
2468,7,10,4,2003,2003-10-04,37898
2469,1,10,4,2003,2003-10-05,37899
2470,2,10,4,2003,2003-10-06,37900
2471,3,10,4,2003,2003-10-07,37901
2472,4,10,4,2003,2003-10-08,37902
2473,5,10,4,2003,2003-10-09,37903
2474,6,10,4,2003,2003-10-10,37904
2475,7,10,4,2003,2003-10-11,37905
2476,1,10,4,2003,2003-10-12,37906
2477,2,10,4,2003,2003-10-13,37907
2478,3,10,4,2003,2003-10-14,37908
2479,4,10,4,2003,2003-10-15,37909
2480,5,10,4,2003,2003-10-16,37910
2481,6,10,4,2003,2003-10-17,37911
2482,7,10,4,2003,2003-10-18,37912
2483,1,10,4,2003,2003-10-19,37913
2484,2,10,4,2003,2003-10-20,37914
2485,3,10,4,2003,2003-10-21,37915
2486,4,10,4,2003,2003-10-22,37916
2487,5,10,4,2003,2003-10-23,37917
2488,6,10,4,2003,2003-10-24,37918
2489,7,10,4,2003,2003-10-25,37919
2490,1,10,4,2003,2003-10-26,37920
2491,2,10,4,2003,2003-10-27,37921
2492,3,10,4,2003,2003-10-28,37922
2493,4,10,4,2003,2003-10-29,37923
2494,5,10,4,2003,2003-10-30,37924
2495,6,10,4,2003,2003-10-31,37925
2496,7,11,4,2003,2003-11-01,37926
2497,1,11,4,2003,2003-11-02,37927
2498,2,11,4,2003,2003-11-03,37928
2499,3,11,4,2003,2003-11-04,37929
2500,4,11,4,2003,2003-11-05,37930
2501,5,11,4,2003,2003-11-06,37931
2502,6,11,4,2003,2003-11-07,37932
2503,7,11,4,2003,2003-11-08,37933
2504,1,11,4,2003,2003-11-09,37934
2505,2,11,4,2003,2003-11-10,37935
2506,3,11,4,2003,2003-11-11,37936
2507,4,11,4,2003,2003-11-12,37937
2508,5,11,4,2003,2003-11-13,37938
2509,6,11,4,2003,2003-11-14,37939
2510,7,11,4,2003,2003-11-15,37940
2511,1,11,4,2003,2003-11-16,37941
2512,2,11,4,2003,2003-11-17,37942
2513,3,11,4,2003,2003-11-18,37943
2514,4,11,4,2003,2003-11-19,37944
2515,5,11,4,2003,2003-11-20,37945
2516,6,11,4,2003,2003-11-21,37946
2517,7,11,4,2003,2003-11-22,37947
2518,1,11,4,2003,2003-11-23,37948
2519,2,11,4,2003,2003-11-24,37949
2520,3,11,4,2003,2003-11-25,37950
2521,4,11,4,2003,2003-11-26,37951
2522,5,11,4,2003,2003-11-27,37952
2523,6,11,4,2003,2003-11-28,37953
2524,7,11,4,2003,2003-11-29,37954
2525,1,11,4,2003,2003-11-30,37955
2526,2,12,4,2003,2003-12-01,37956
2527,3,12,4,2003,2003-12-02,37957
2528,4,12,4,2003,2003-12-03,37958
2529,5,12,4,2003,2003-12-04,37959
2530,6,12,4,2003,2003-12-05,37960
2531,7,12,4,2003,2003-12-06,37961
2532,1,12,4,2003,2003-12-07,37962
2533,2,12,4,2003,2003-12-08,37963
2534,3,12,4,2003,2003-12-09,37964
2535,4,12,4,2003,2003-12-10,37965
2536,5,12,4,2003,2003-12-11,37966
2537,6,12,4,2003,2003-12-12,37967
2538,7,12,4,2003,2003-12-13,37968
2539,1,12,4,2003,2003-12-14,37969
2540,2,12,4,2003,2003-12-15,37970
2541,3,12,4,2003,2003-12-16,37971
2542,4,12,4,2003,2003-12-17,37972
2543,5,12,4,2003,2003-12-18,37973
2544,6,12,4,2003,2003-12-19,37974
2545,7,12,4,2003,2003-12-20,37975
2546,1,12,4,2003,2003-12-21,37976
2547,2,12,4,2003,2003-12-22,37977
2548,3,12,4,2003,2003-12-23,37978
2549,4,12,4,2003,2003-12-24,37979
2550,5,12,4,2003,2003-12-25,37980
2551,6,12,4,2003,2003-12-26,37981
2552,7,12,4,2003,2003-12-27,37982
2553,1,12,4,2003,2003-12-28,37983
2554,2,12,4,2003,2003-12-29,37984
2555,3,12,4,2003,2003-12-30,37985
2556,4,12,4,2003,2003-12-31,37986
2557,5,1,1,2004,2004-01-01,37987
2558,6,1,1,2004,2004-01-02,37988
2559,7,1,1,2004,2004-01-03,37989
2560,1,1,1,2004,2004-01-04,37990
2561,2,1,1,2004,2004-01-05,37991
2562,3,1,1,2004,2004-01-06,37992
2563,4,1,1,2004,2004-01-07,37993
2564,5,1,1,2004,2004-01-08,37994
2565,6,1,1,2004,2004-01-09,37995
2566,7,1,1,2004,2004-01-10,37996
2567,1,1,1,2004,2004-01-11,37997
2568,2,1,1,2004,2004-01-12,37998
2569,3,1,1,2004,2004-01-13,37999
2570,4,1,1,2004,2004-01-14,38000
2571,5,1,1,2004,2004-01-15,38001
2572,6,1,1,2004,2004-01-16,38002
2573,7,1,1,2004,2004-01-17,38003
2574,1,1,1,2004,2004-01-18,38004
2575,2,1,1,2004,2004-01-19,38005
2576,3,1,1,2004,2004-01-20,38006
2577,4,1,1,2004,2004-01-21,38007
2578,5,1,1,2004,2004-01-22,38008
2579,6,1,1,2004,2004-01-23,38009
2580,7,1,1,2004,2004-01-24,38010
2581,1,1,1,2004,2004-01-25,38011
2582,2,1,1,2004,2004-01-26,38012
2583,3,1,1,2004,2004-01-27,38013
2584,4,1,1,2004,2004-01-28,38014
2585,5,1,1,2004,2004-01-29,38015
2586,6,1,1,2004,2004-01-30,38016
2587,7,1,1,2004,2004-01-31,38017
2588,1,2,1,2004,2004-02-01,38018
2589,2,2,1,2004,2004-02-02,38019
2590,3,2,1,2004,2004-02-03,38020
2591,4,2,1,2004,2004-02-04,38021
2592,5,2,1,2004,2004-02-05,38022
2593,6,2,1,2004,2004-02-06,38023
2594,7,2,1,2004,2004-02-07,38024
2595,1,2,1,2004,2004-02-08,38025
2596,2,2,1,2004,2004-02-09,38026
2597,3,2,1,2004,2004-02-10,38027
2598,4,2,1,2004,2004-02-11,38028
2599,5,2,1,2004,2004-02-12,38029
2600,6,2,1,2004,2004-02-13,38030
2601,7,2,1,2004,2004-02-14,38031
2602,1,2,1,2004,2004-02-15,38032
2603,2,2,1,2004,2004-02-16,38033
2604,3,2,1,2004,2004-02-17,38034
2605,4,2,1,2004,2004-02-18,38035
2606,5,2,1,2004,2004-02-19,38036
2607,6,2,1,2004,2004-02-20,38037
2608,7,2,1,2004,2004-02-21,38038
2609,1,2,1,2004,2004-02-22,38039
2610,2,2,1,2004,2004-02-23,38040
2611,3,2,1,2004,2004-02-24,38041
2612,4,2,1,2004,2004-02-25,38042
2613,5,2,1,2004,2004-02-26,38043
2614,6,2,1,2004,2004-02-27,38044
2615,7,2,1,2004,2004-02-28,38045
2616,1,2,1,2004,2004-02-29,38046
2617,2,3,1,2004,2004-03-01,38047
2618,3,3,1,2004,2004-03-02,38048
2619,4,3,1,2004,2004-03-03,38049
2620,5,3,1,2004,2004-03-04,38050
2621,6,3,1,2004,2004-03-05,38051
2622,7,3,1,2004,2004-03-06,38052
2623,1,3,1,2004,2004-03-07,38053
2624,2,3,1,2004,2004-03-08,38054
2625,3,3,1,2004,2004-03-09,38055
2626,4,3,1,2004,2004-03-10,38056
2627,5,3,1,2004,2004-03-11,38057
2628,6,3,1,2004,2004-03-12,38058
2629,7,3,1,2004,2004-03-13,38059
2630,1,3,1,2004,2004-03-14,38060
2631,2,3,1,2004,2004-03-15,38061
2632,3,3,1,2004,2004-03-16,38062
2633,4,3,1,2004,2004-03-17,38063
2634,5,3,1,2004,2004-03-18,38064
2635,6,3,1,2004,2004-03-19,38065
2636,7,3,1,2004,2004-03-20,38066
2637,1,3,1,2004,2004-03-21,38067
2638,2,3,1,2004,2004-03-22,38068
2639,3,3,1,2004,2004-03-23,38069
2640,4,3,1,2004,2004-03-24,38070
2641,5,3,1,2004,2004-03-25,38071
2642,6,3,1,2004,2004-03-26,38072
2643,7,3,1,2004,2004-03-27,38073
2644,1,3,1,2004,2004-03-28,38074
2645,2,3,1,2004,2004-03-29,38075
2646,3,3,1,2004,2004-03-30,38076
2647,4,3,1,2004,2004-03-31,38077
2648,5,4,2,2004,2004-04-01,38078
2649,6,4,2,2004,2004-04-02,38079
2650,7,4,2,2004,2004-04-03,38080
2651,1,4,2,2004,2004-04-04,38081
2652,2,4,2,2004,2004-04-05,38082
2653,3,4,2,2004,2004-04-06,38083
2654,4,4,2,2004,2004-04-07,38084
2655,5,4,2,2004,2004-04-08,38085
2656,6,4,2,2004,2004-04-09,38086
2657,7,4,2,2004,2004-04-10,38087
2658,1,4,2,2004,2004-04-11,38088
2659,2,4,2,2004,2004-04-12,38089
2660,3,4,2,2004,2004-04-13,38090
2661,4,4,2,2004,2004-04-14,38091
2662,5,4,2,2004,2004-04-15,38092
2663,6,4,2,2004,2004-04-16,38093
2664,7,4,2,2004,2004-04-17,38094
2665,1,4,2,2004,2004-04-18,38095
2666,2,4,2,2004,2004-04-19,38096
2667,3,4,2,2004,2004-04-20,38097
2668,4,4,2,2004,2004-04-21,38098
2669,5,4,2,2004,2004-04-22,38099
2670,6,4,2,2004,2004-04-23,38100
2671,7,4,2,2004,2004-04-24,38101
2672,1,4,2,2004,2004-04-25,38102
2673,2,4,2,2004,2004-04-26,38103
2674,3,4,2,2004,2004-04-27,38104
2675,4,4,2,2004,2004-04-28,38105
2676,5,4,2,2004,2004-04-29,38106
2677,6,4,2,2004,2004-04-30,38107
2678,7,5,2,2004,2004-05-01,38108
2679,1,5,2,2004,2004-05-02,38109
2680,2,5,2,2004,2004-05-03,38110
2681,3,5,2,2004,2004-05-04,38111
2682,4,5,2,2004,2004-05-05,38112
2683,5,5,2,2004,2004-05-06,38113
2684,6,5,2,2004,2004-05-07,38114
2685,7,5,2,2004,2004-05-08,38115
2686,1,5,2,2004,2004-05-09,38116
2687,2,5,2,2004,2004-05-10,38117
2688,3,5,2,2004,2004-05-11,38118
2689,4,5,2,2004,2004-05-12,38119
2690,5,5,2,2004,2004-05-13,38120
2691,6,5,2,2004,2004-05-14,38121
2692,7,5,2,2004,2004-05-15,38122
2693,1,5,2,2004,2004-05-16,38123
2694,2,5,2,2004,2004-05-17,38124
2695,3,5,2,2004,2004-05-18,38125
2696,4,5,2,2004,2004-05-19,38126
2697,5,5,2,2004,2004-05-20,38127
2698,6,5,2,2004,2004-05-21,38128
2699,7,5,2,2004,2004-05-22,38129
2700,1,5,2,2004,2004-05-23,38130
2701,2,5,2,2004,2004-05-24,38131
2702,3,5,2,2004,2004-05-25,38132
2703,4,5,2,2004,2004-05-26,38133
2704,5,5,2,2004,2004-05-27,38134
2705,6,5,2,2004,2004-05-28,38135
2706,7,5,2,2004,2004-05-29,38136
2707,1,5,2,2004,2004-05-30,38137
2708,2,5,2,2004,2004-05-31,38138
2709,3,6,2,2004,2004-06-01,38139
2710,4,6,2,2004,2004-06-02,38140
2711,5,6,2,2004,2004-06-03,38141
2712,6,6,2,2004,2004-06-04,38142
2713,7,6,2,2004,2004-06-05,38143
2714,1,6,2,2004,2004-06-06,38144
2715,2,6,2,2004,2004-06-07,38145
2716,3,6,2,2004,2004-06-08,38146
2717,4,6,2,2004,2004-06-09,38147
2718,5,6,2,2004,2004-06-10,38148
2719,6,6,2,2004,2004-06-11,38149
2720,7,6,2,2004,2004-06-12,38150
2721,1,6,2,2004,2004-06-13,38151
2722,2,6,2,2004,2004-06-14,38152
2723,3,6,2,2004,2004-06-15,38153
2724,4,6,2,2004,2004-06-16,38154
2725,5,6,2,2004,2004-06-17,38155
2726,6,6,2,2004,2004-06-18,38156
2727,7,6,2,2004,2004-06-19,38157
2728,1,6,2,2004,2004-06-20,38158
2729,2,6,2,2004,2004-06-21,38159
2730,3,6,2,2004,2004-06-22,38160
2731,4,6,2,2004,2004-06-23,38161
2732,5,6,2,2004,2004-06-24,38162
2733,6,6,2,2004,2004-06-25,38163
2734,7,6,2,2004,2004-06-26,38164
2735,1,6,2,2004,2004-06-27,38165
2736,2,6,2,2004,2004-06-28,38166
2737,3,6,2,2004,2004-06-29,38167
2738,4,6,2,2004,2004-06-30,38168
2739,5,7,3,2004,2004-07-01,38169
2740,6,7,3,2004,2004-07-02,38170
2741,7,7,3,2004,2004-07-03,38171
2742,1,7,3,2004,2004-07-04,38172
2743,2,7,3,2004,2004-07-05,38173
2744,3,7,3,2004,2004-07-06,38174
2745,4,7,3,2004,2004-07-07,38175
2746,5,7,3,2004,2004-07-08,38176
2747,6,7,3,2004,2004-07-09,38177
2748,7,7,3,2004,2004-07-10,38178
2749,1,7,3,2004,2004-07-11,38179
2750,2,7,3,2004,2004-07-12,38180
2751,3,7,3,2004,2004-07-13,38181
2752,4,7,3,2004,2004-07-14,38182
2753,5,7,3,2004,2004-07-15,38183
2754,6,7,3,2004,2004-07-16,38184
2755,7,7,3,2004,2004-07-17,38185
2756,1,7,3,2004,2004-07-18,38186
2757,2,7,3,2004,2004-07-19,38187
2758,3,7,3,2004,2004-07-20,38188
2759,4,7,3,2004,2004-07-21,38189
2760,5,7,3,2004,2004-07-22,38190
2761,6,7,3,2004,2004-07-23,38191
2762,7,7,3,2004,2004-07-24,38192
2763,1,7,3,2004,2004-07-25,38193
2764,2,7,3,2004,2004-07-26,38194
2765,3,7,3,2004,2004-07-27,38195
2766,4,7,3,2004,2004-07-28,38196
2767,5,7,3,2004,2004-07-29,38197
2768,6,7,3,2004,2004-07-30,38198
2769,7,7,3,2004,2004-07-31,38199
2770,1,8,3,2004,2004-08-01,38200
2771,2,8,3,2004,2004-08-02,38201
2772,3,8,3,2004,2004-08-03,38202
2773,4,8,3,2004,2004-08-04,38203
2774,5,8,3,2004,2004-08-05,38204
2775,6,8,3,2004,2004-08-06,38205
2776,7,8,3,2004,2004-08-07,38206
2777,1,8,3,2004,2004-08-08,38207
2778,2,8,3,2004,2004-08-09,38208
2779,3,8,3,2004,2004-08-10,38209
2780,4,8,3,2004,2004-08-11,38210
2781,5,8,3,2004,2004-08-12,38211
2782,6,8,3,2004,2004-08-13,38212
2783,7,8,3,2004,2004-08-14,38213
2784,1,8,3,2004,2004-08-15,38214
2785,2,8,3,2004,2004-08-16,38215
2786,3,8,3,2004,2004-08-17,38216
2787,4,8,3,2004,2004-08-18,38217
2788,5,8,3,2004,2004-08-19,38218
2789,6,8,3,2004,2004-08-20,38219
2790,7,8,3,2004,2004-08-21,38220
2791,1,8,3,2004,2004-08-22,38221
2792,2,8,3,2004,2004-08-23,38222
2793,3,8,3,2004,2004-08-24,38223
2794,4,8,3,2004,2004-08-25,38224
2795,5,8,3,2004,2004-08-26,38225
2796,6,8,3,2004,2004-08-27,38226
2797,7,8,3,2004,2004-08-28,38227
2798,1,8,3,2004,2004-08-29,38228
2799,2,8,3,2004,2004-08-30,38229
2800,3,8,3,2004,2004-08-31,38230
2801,4,9,3,2004,2004-09-01,38231
2802,5,9,3,2004,2004-09-02,38232
2803,6,9,3,2004,2004-09-03,38233
2804,7,9,3,2004,2004-09-04,38234
2805,1,9,3,2004,2004-09-05,38235
2806,2,9,3,2004,2004-09-06,38236
2807,3,9,3,2004,2004-09-07,38237
2808,4,9,3,2004,2004-09-08,38238
2809,5,9,3,2004,2004-09-09,38239
2810,6,9,3,2004,2004-09-10,38240
2811,7,9,3,2004,2004-09-11,38241
2812,1,9,3,2004,2004-09-12,38242
2813,2,9,3,2004,2004-09-13,38243
2814,3,9,3,2004,2004-09-14,38244
2815,4,9,3,2004,2004-09-15,38245
2816,5,9,3,2004,2004-09-16,38246
2817,6,9,3,2004,2004-09-17,38247
2818,7,9,3,2004,2004-09-18,38248
2819,1,9,3,2004,2004-09-19,38249
2820,2,9,3,2004,2004-09-20,38250
2821,3,9,3,2004,2004-09-21,38251
2822,4,9,3,2004,2004-09-22,38252
2823,5,9,3,2004,2004-09-23,38253
2824,6,9,3,2004,2004-09-24,38254
2825,7,9,3,2004,2004-09-25,38255
2826,1,9,3,2004,2004-09-26,38256
2827,2,9,3,2004,2004-09-27,38257
2828,3,9,3,2004,2004-09-28,38258
2829,4,9,3,2004,2004-09-29,38259
2830,5,9,3,2004,2004-09-30,38260
2831,6,10,4,2004,2004-10-01,38261
2832,7,10,4,2004,2004-10-02,38262
2833,1,10,4,2004,2004-10-03,38263
2834,2,10,4,2004,2004-10-04,38264
2835,3,10,4,2004,2004-10-05,38265
2836,4,10,4,2004,2004-10-06,38266
2837,5,10,4,2004,2004-10-07,38267
2838,6,10,4,2004,2004-10-08,38268
2839,7,10,4,2004,2004-10-09,38269
2840,1,10,4,2004,2004-10-10,38270
2841,2,10,4,2004,2004-10-11,38271
2842,3,10,4,2004,2004-10-12,38272
2843,4,10,4,2004,2004-10-13,38273
2844,5,10,4,2004,2004-10-14,38274
2845,6,10,4,2004,2004-10-15,38275
2846,7,10,4,2004,2004-10-16,38276
2847,1,10,4,2004,2004-10-17,38277
2848,2,10,4,2004,2004-10-18,38278
2849,3,10,4,2004,2004-10-19,38279
2850,4,10,4,2004,2004-10-20,38280
2851,5,10,4,2004,2004-10-21,38281
2852,6,10,4,2004,2004-10-22,38282
2853,7,10,4,2004,2004-10-23,38283
2854,1,10,4,2004,2004-10-24,38284
2855,2,10,4,2004,2004-10-25,38285
2856,3,10,4,2004,2004-10-26,38286
2857,4,10,4,2004,2004-10-27,38287
2858,5,10,4,2004,2004-10-28,38288
2859,6,10,4,2004,2004-10-29,38289
2860,7,10,4,2004,2004-10-30,38290
2861,1,10,4,2004,2004-10-31,38291
2862,2,11,4,2004,2004-11-01,38292
2863,3,11,4,2004,2004-11-02,38293
2864,4,11,4,2004,2004-11-03,38294
2865,5,11,4,2004,2004-11-04,38295
2866,6,11,4,2004,2004-11-05,38296
2867,7,11,4,2004,2004-11-06,38297
2868,1,11,4,2004,2004-11-07,38298
2869,2,11,4,2004,2004-11-08,38299
2870,3,11,4,2004,2004-11-09,38300
2871,4,11,4,2004,2004-11-10,38301
2872,5,11,4,2004,2004-11-11,38302
2873,6,11,4,2004,2004-11-12,38303
2874,7,11,4,2004,2004-11-13,38304
2875,1,11,4,2004,2004-11-14,38305
2876,2,11,4,2004,2004-11-15,38306
2877,3,11,4,2004,2004-11-16,38307
2878,4,11,4,2004,2004-11-17,38308
2879,5,11,4,2004,2004-11-18,38309
2880,6,11,4,2004,2004-11-19,38310
2881,7,11,4,2004,2004-11-20,38311
2882,1,11,4,2004,2004-11-21,38312
2883,2,11,4,2004,2004-11-22,38313
2884,3,11,4,2004,2004-11-23,38314
2885,4,11,4,2004,2004-11-24,38315
2886,5,11,4,2004,2004-11-25,38316
2887,6,11,4,2004,2004-11-26,38317
2888,7,11,4,2004,2004-11-27,38318
2889,1,11,4,2004,2004-11-28,38319
2890,2,11,4,2004,2004-11-29,38320
2891,3,11,4,2004,2004-11-30,38321
2892,4,12,4,2004,2004-12-01,38322
2893,5,12,4,2004,2004-12-02,38323
2894,6,12,4,2004,2004-12-03,38324
2895,7,12,4,2004,2004-12-04,38325
2896,1,12,4,2004,2004-12-05,38326
2897,2,12,4,2004,2004-12-06,38327
2898,3,12,4,2004,2004-12-07,38328
